,title,time,date,Hour
6693,the end of my marriage of 25 years completely and utterly devastated suicidal and unable to face even the next hour,6:33 PM,1-Mar-18,18
6694,ready to just give up and fade away,5:15 PM,1-Mar-18,17
6695,how do i cope,2:17 PM,1-Mar-18,14
6696,i can only cope with one university class each day,1:09 PM,1-Mar-18,13
6697,boyfriend problems,5:57 AM,1-Mar-18,5
6698,not feeling myself anymore,10:57 PM,28-Feb-18,22
6699,seeking but never finding,10:33 PM,28-Feb-18,22
6700,tonights entry,6:44 PM,28-Feb-18,18
6701,how do you personally break thought patterns,12:54 PM,28-Feb-18,12
6702,quetiapine,10:44 PM,27-Feb-18,22
6703,desperate for advice on how to cope with depression,6:45 PM,27-Feb-18,18
6704,weird story im so stupid,6:22 PM,27-Feb-18,18
6705,i dont know who i am anymore,5:31 PM,27-Feb-18,17
6706,im not recovering,2:43 PM,27-Feb-18,14
6707,depression probiotics and sugar,11:13 PM,26-Feb-18,23
6708,new to the forum not sure what im here for,8:31 PM,26-Feb-18,20
6709,stuck with depression,12:39 PM,26-Feb-18,12
6710,i%E2%80%99m losing my smile,12:10 AM,26-Feb-18,0
6711,depression is trying to get the best of me,7:49 PM,25-Feb-18,19
6712,the aftermath of depression a poem,7:33 PM,25-Feb-18,19
6713,i have problems again,5:04 PM,25-Feb-18,17
6714,confused and bullied by mums partner,4:38 PM,25-Feb-18,16
6715,depression and hormones,2:20 AM,25-Feb-18,2
6716,questions about long term use of klonopin,10:26 PM,24-Feb-18,22
6717,deeply sad,9:39 PM,24-Feb-18,21
6718,dont know what to do tired,4:08 PM,23-Feb-18,16
6719,the morning after i killed myself,1:20 PM,23-Feb-18,13
6720,i probably need help,10:20 AM,23-Feb-18,10
6721,i was admitted to a mental hospital,10:14 AM,23-Feb-18,10
6722,thanks,11:38 PM,22-Feb-18,23
6723,depressed for 50 years dysthymia,10:07 PM,22-Feb-18,22
6724,suffered from depression for years something that%E2%80%99s really helped me,6:54 PM,22-Feb-18,18
6725,this forum has saved my life x,10:59 AM,22-Feb-18,10
6726,life passing by,3:23 AM,22-Feb-18,3
6727,depression anxiety or ocd help,10:19 PM,21-Feb-18,22
6728,scared of a relapse,5:02 PM,21-Feb-18,17
6729,i want to die so bad please help me,2:47 PM,21-Feb-18,14
6730,i dont enjoy anything anymore and i dont feel anything either,2:37 PM,21-Feb-18,14
6731,feeling lost,10:24 AM,21-Feb-18,10
6732,what am i,12:16 AM,21-Feb-18,0
6733,everything is going against me in my life i feel like commiting suicide help,11:36 PM,20-Feb-18,23
6734,this life thing,7:49 PM,20-Feb-18,19
6735,i need help,1:50 PM,20-Feb-18,13
6736,done,12:49 AM,20-Feb-18,0
6737,help needed,12:00 AM,20-Feb-18,0
6738,father doesnt understand depression,11:51 PM,19-Feb-18,23
6739,question,9:03 PM,19-Feb-18,21
6740,im drowning,8:03 PM,19-Feb-18,20
6741,my parents shamed shame me for being a nerd,5:40 PM,19-Feb-18,17
6742,hurting,12:12 AM,19-Feb-18,0
6743,why i live,3:28 PM,18-Feb-18,15
6744,so low,10:43 AM,18-Feb-18,10
6745,need help with mothers mental illness please,7:48 PM,17-Feb-18,19
6746,so lost,11:08 PM,16-Feb-18,23
6747,i am so depressed,11:02 PM,16-Feb-18,23
6748,desperate lonely dont know whats happening to me help,10:59 PM,16-Feb-18,22
6749,i need help,5:16 PM,16-Feb-18,17
6750,strange calm,3:11 PM,16-Feb-18,15
6751,what do i do,10:02 AM,16-Feb-18,10
6752,feel so low,10:30 PM,15-Feb-18,22
6753,help with coping,5:07 PM,14-Feb-18,17
6754,i need help,1:27 PM,14-Feb-18,13
6755,will my therapist do this,12:24 PM,14-Feb-18,12
6756,what is going on,10:57 AM,14-Feb-18,10
6757,not well and struggling,8:24 AM,14-Feb-18,8
6758,how can things be good but bad,12:11 AM,14-Feb-18,0
6759,depression is killing my relationship,12:42 PM,13-Feb-18,12
6760,just so hopeless,11:04 PM,12-Feb-18,23
6761,advice plz,8:51 PM,12-Feb-18,20
6762,why does the status of virginity have a degenerative effect prude shaming is rising,7:43 PM,11-Feb-18,19
6763,i feel i no women can find me attractive,5:37 PM,11-Feb-18,17
6764,anyone been to a hospital for mental health and additiction,4:18 PM,11-Feb-18,16
6765,i dont know who i am,2:28 AM,11-Feb-18,2
6766,attracted hypnotized and addicted to my character,1:47 AM,11-Feb-18,1
6767,i need serious help,8:47 AM,10-Feb-18,8
6768,felling very fed up,7:11 AM,10-Feb-18,7
6769,what i will i miss,1:19 PM,9-Feb-18,13
6770,depression,11:12 AM,9-Feb-18,11
6771,i cant do this any more,10:48 PM,8-Feb-18,22
6772,can depression really take away you feelings of love,3:53 PM,8-Feb-18,15
6773,svere grief,11:57 AM,8-Feb-18,11
6774,parents made me study something i hate and i cant cope anymore,11:39 AM,8-Feb-18,11
6775,at the end of my tether,11:00 AM,8-Feb-18,11
6776,people recovering from a failed suicide attemp,8:47 PM,7-Feb-18,20
6777,dont want to live dont want to die,2:15 PM,7-Feb-18,14
6778,ruining my life because of all the worry,3:59 AM,7-Feb-18,3
6779,why do so many people have both depression and anxiety,3:37 PM,6-Feb-18,15
6780,something hurtful,2:44 PM,6-Feb-18,14
6781,career and self esteem,8:33 AM,6-Feb-18,8
6782,can a coward be forgiven or is it the one act that a person should be shunned from society,1:00 AM,6-Feb-18,1
6783,mental minefield,8:08 PM,5-Feb-18,20
6784,what you eat can affect mental health physical health,6:01 PM,5-Feb-18,18
6785,ex partner with depression,8:42 PM,4-Feb-18,20
6786,i dont know what to do,7:59 PM,4-Feb-18,19
6787,really derpessed,7:52 PM,4-Feb-18,19
6788,think i%E2%80%99ve come to the end,12:06 AM,4-Feb-18,0
6789,how will it end,10:43 PM,3-Feb-18,22
6790,i%E2%80%99m angry any advice,9:20 PM,3-Feb-18,21
6791,carrying hope every day,6:28 PM,3-Feb-18,18
6792,please help me translate my depressed partners words so i can understan,4:51 PM,3-Feb-18,16
6793,i don%E2%80%99t believe that it will get better,5:58 AM,3-Feb-18,5
6794,girlfriend has threatened suicide looking for advice please,10:31 PM,2-Feb-18,22
6795,the unbearable joke that is asking for help,7:58 PM,2-Feb-18,19
6796,i feel like i need to hurt myself,7:23 PM,2-Feb-18,19
6797,i have never felt depressed and don%E2%80%99t know what to do,10:26 AM,2-Feb-18,10
6798,i feel trapped i need advice,10:29 PM,1-Feb-18,22
6799,really sorry to post,6:58 PM,1-Feb-18,18
6800,plagued by constant suicidal thoughts,12:21 PM,1-Feb-18,12
6801,preparing for my fate,12:03 PM,1-Feb-18,12
6802,i want to die the last straw,10:38 AM,31-Jan-18,10
6803,im going to stop going to the appointments,10:00 PM,30-Jan-18,22
6804,panicking,8:06 PM,30-Jan-18,20
6805,advice for dealing with father who has depression,7:06 PM,30-Jan-18,19
6806,where to start,9:43 AM,30-Jan-18,9
6807,depression goes worrisome,6:40 AM,30-Jan-18,6
6808,being in a relationship and fantasising about having the bf kill me,1:02 AM,30-Jan-18,1
6809,can depression be permanent i seem to be cursed for life,10:45 PM,29-Jan-18,22
6810,depressed,10:20 PM,29-Jan-18,22
6811,is this depression,11:55 PM,28-Jan-18,23
6812,how do i get things done when i feel this way,9:12 PM,28-Jan-18,21
6813,lost all my friends i don%E2%80%99t know what to do anymore,7:56 PM,28-Jan-18,19
6814,question to all men do you believe that your mental health is linked to how masculine you feel,2:34 PM,28-Jan-18,14
6815,trauma depressed,12:51 PM,28-Jan-18,12
6816,desperate,5:51 AM,28-Jan-18,5
6817,im so confused,3:40 PM,27-Jan-18,15
6818,would you give your depression to another human,3:32 PM,27-Jan-18,15
6819,feel like im purposely making my depression worse,1:22 AM,27-Jan-18,1
6820,needing somewhere to get my emotion out,1:16 AM,27-Jan-18,1
6821,ex girl has low self esteem depression,12:08 AM,27-Jan-18,0
6822,how do i get out of this feeling horrible,4:15 PM,26-Jan-18,16
6823,depression suisidal thoughts and anxiety due to extreme eczema,4:10 PM,26-Jan-18,16
6824,alone with no support,1:39 PM,26-Jan-18,13
6825,four have diagnosed me with depression,6:25 AM,25-Jan-18,6
6826,depression my old friend possible trigger,11:29 PM,24-Jan-18,23
6827,,6:46 PM,24-Jan-18,18
6828,i hate being so insecure its ruining my life,4:29 PM,24-Jan-18,16
6829,am i nothing to anyone,11:33 AM,24-Jan-18,11
6830,new to this,10:36 PM,23-Jan-18,22
6831,i feel isolated,1:31 PM,23-Jan-18,13
6832,blah,5:28 AM,23-Jan-18,5
6833,frustrated its not working vent,4:52 AM,23-Jan-18,4
6834,gf suffering with depression,2:14 AM,23-Jan-18,2
6835,what do you do when youre feeling really down,12:56 AM,23-Jan-18,0
6836,i haven%E2%80%99t hit bottom like this before,10:25 PM,22-Jan-18,22
6837,new,1:29 PM,22-Jan-18,13
6838,not sure what i am i argue with my conscience a lot,12:14 PM,22-Jan-18,12
6839,struggling,9:56 PM,21-Jan-18,21
6840,motivation and time management,2:50 PM,21-Jan-18,14
6841,gf has broken up with me i believe she had depression but failed to notice,10:47 PM,20-Jan-18,22
6842,anti depressants and the true benifits do they really help,9:01 PM,20-Jan-18,21
6843,words of wisdom please,7:53 PM,20-Jan-18,19
6844,hi i am new,2:07 AM,20-Jan-18,2
6845,today i wished i was dead again,11:10 AM,19-Jan-18,11
6846,things can turn around so fast,11:05 AM,19-Jan-18,11
6847,quetiapine,5:56 PM,18-Jan-18,17
6848,just let me die,1:54 PM,18-Jan-18,13
6849,is cognitive behavior therapy good for depression,4:12 AM,18-Jan-18,4
6850,ending all this at some point just seems an obvious fact,8:01 PM,17-Jan-18,20
6851,sick of being depressed feeling sick,11:13 PM,16-Jan-18,23
6852,what have i done,7:36 PM,16-Jan-18,19
6853,terrible state,8:00 PM,15-Jan-18,20
6854,anti depressants with low side effects,2:37 PM,15-Jan-18,14
6855,id like a little help or advice please,1:30 PM,15-Jan-18,13
6856,newbie,1:24 AM,15-Jan-18,1
6857,depressed or anxious or both or neither,6:13 PM,14-Jan-18,18
6858,im struggling to cope,4:03 PM,14-Jan-18,16
6859,depression and suicidal thoughts triggered,3:30 PM,14-Jan-18,15
6860,words of wisdom please,8:48 PM,13-Jan-18,20
6861,the ceasing to exist button,5:36 AM,13-Jan-18,5
6862,does anyone use a depression chat room,12:27 AM,13-Jan-18,0
6863,how can i pull myself together depression is killing me,11:44 PM,12-Jan-18,23
6864,hopeless,11:39 PM,12-Jan-18,23
6865,stuck in a loop and its affecting everything for me,2:33 PM,12-Jan-18,14
6866,self care and self realization,9:32 PM,11-Jan-18,21
6867,id like to die,8:41 PM,11-Jan-18,20
6868,my mental illness journey blog,6:55 PM,11-Jan-18,18
6869,how do i move forward,5:57 PM,11-Jan-18,17
6870,it happened i got fired,6:44 PM,10-Jan-18,18
6871,my partner is depressed relationship is on the rocks i dont understand,5:06 PM,10-Jan-18,17
6872,theres no point,5:46 PM,9-Jan-18,17
6873,im depressed but i dont deserve to be at all,2:58 PM,8-Jan-18,14
6874,i dont want to kill myself but i have been curious about ways to die recently,2:58 AM,8-Jan-18,2
6875,community mental health team,12:59 PM,7-Jan-18,12
6876,my depressed boyfriend left me help me cope please,7:31 AM,7-Jan-18,7
6877,talking to myself,10:39 PM,6-Jan-18,22
6878,im totally lost,8:29 PM,6-Jan-18,20
6879,please help,12:43 PM,6-Jan-18,12
6880,severe chronic depression treatment,10:31 PM,5-Jan-18,22
6881,accident years ago still influencing me,1:51 AM,5-Jan-18,1
6882,why do i lack motivation,11:11 PM,3-Jan-18,23
6883,book idea,5:56 PM,3-Jan-18,17
6884,concerns about self harm,2:57 PM,3-Jan-18,14
6885,mood swings,12:03 PM,3-Jan-18,12
6886,i have nobody to turn too can someone advise me please,6:19 AM,3-Jan-18,6
6887,looking for a bit of advice,11:22 PM,2-Jan-18,23
6888,hello again,11:18 PM,2-Jan-18,23
6889,bed bound with depression,2:51 PM,2-Jan-18,14
6890,please help talking to my boss about my depression,12:01 AM,2-Jan-18,0
6891,fear is destroying me,10:28 PM,1-Jan-18,22
6892,newbie needing support,8:17 PM,1-Jan-18,20
6893,how to be more stable,10:45 AM,1-Jan-18,10
6894,am i hallucinati,8:25 AM,1-Jan-18,8
6895,i have so much why don%E2%80%99t i appreciate it,7:22 AM,1-Jan-18,7
6896,hello darkness my old friend,7:14 AM,1-Jan-18,7
6897,trapped,11:49 PM,31-Dec-17,23
6898,lost,10:43 PM,31-Dec-17,22
6899,looks like ive reached the end of the line then,10:09 PM,31-Dec-17,22
6900,very psychologically different after quitting smoking,10:01 PM,31-Dec-17,22
6901,tired,8:27 PM,31-Dec-17,20
6902,saying it%E2%80%99ll be alright doesn%E2%80%99t mean it will,3:42 PM,31-Dec-17,15
6903,where to turn,1:32 AM,31-Dec-17,1
6904,everything seems pointless,1:08 AM,31-Dec-17,1
6905,my own worst enemy,3:26 PM,30-Dec-17,15
6906,depressed and father issues,3:22 PM,30-Dec-17,15
6907,scared im not going to see the new year in,10:43 PM,29-Dec-17,22
6908,my life is in shambles,2:03 AM,29-Dec-17,2
6909,venting,1:14 AM,29-Dec-17,1
6910,constant losing interest in things such as weight loss hobbies etc,6:33 PM,28-Dec-17,18
6911,trying to help my mum with depression,5:12 PM,28-Dec-17,17
6912,depressed lost totally given up,3:02 PM,28-Dec-17,15
6913,messed up at work never want to go back,10:22 AM,28-Dec-17,10
6914,feel bad,8:03 AM,27-Dec-17,8
6915,depression relationships how to cope,3:34 AM,27-Dec-17,3
6916,i have to let it out,2:02 AM,27-Dec-17,2
6917,hello i hit rock bottom,1:41 AM,27-Dec-17,1
6918,i need ideas,12:54 AM,27-Dec-17,0
6919,just want to write it down,12:06 AM,27-Dec-17,0
6920,should i still seek help,8:57 AM,26-Dec-17,8
6921,is this even depression i feel like it could be,8:43 PM,25-Dec-17,20
6922,merry decking xmas,12:28 PM,25-Dec-17,12
6923,i just want to die how do i carry on,12:24 PM,25-Dec-17,12
6924,cant go on anymore struggling with life,12:41 AM,25-Dec-17,0
6925,i feel like a fake,5:24 PM,24-Dec-17,17
6926,wish i could die,3:59 AM,24-Dec-17,3
6927,i wish i could die but dont want to commit suicide,9:08 PM,23-Dec-17,21
6928,cant take much more,9:05 PM,23-Dec-17,21
6929,downward spiral feeling hopeless please help,9:02 PM,23-Dec-17,21
6930,ect side effects,5:42 PM,22-Dec-17,17
6931,i need help,4:18 PM,22-Dec-17,16
6932,so much has gone wrong with my life,11:38 PM,21-Dec-17,23
6933,prozac wellbutrin negating side effects,1:50 AM,21-Dec-17,1
6934,after 6 years together is it over or is this a breakdown,6:38 PM,20-Dec-17,18
6935,nothing makes me happy,2:27 PM,20-Dec-17,14
6936,i miss my ex so much,12:31 AM,20-Dec-17,0
6937,help me please i want to live a new life i need your help,11:54 PM,19-Dec-17,23
6938,how do you deal with knowing your partner sexually abused his sist,4:29 PM,19-Dec-17,16
6939,sertraline,11:29 PM,18-Dec-17,23
6940,forgetting to take my antidepressant,3:13 PM,18-Dec-17,15
6941,you can help me i know you can,12:58 PM,18-Dec-17,12
6942,thinking of the past not regrets,11:54 AM,18-Dec-17,11
6943,i%E2%80%99m so lost,9:11 AM,18-Dec-17,9
6944,a new low,3:18 AM,18-Dec-17,3
6945,i hate my job and feel so alone,7:52 PM,17-Dec-17,19
6946,psychiatric ward,5:44 PM,17-Dec-17,17
6947,feeling stuck,11:34 AM,17-Dec-17,11
6948,guilt family,9:52 AM,17-Dec-17,9
6949,anger warning post is like an essay,10:57 PM,15-Dec-17,22
6950,lonely scared,9:57 PM,15-Dec-17,21
6951,depressed partner,1:35 PM,15-Dec-17,13
6952,why am i so careless towards my own wellbeing life,12:45 AM,15-Dec-17,0
6953,death awaiting me,9:28 PM,14-Dec-17,21
6954,quick depression,6:35 PM,14-Dec-17,18
6955,im 19 and dont know what to do with my life,9:26 AM,14-Dec-17,9
6956,plummeting,3:10 AM,14-Dec-17,3
6957,oded today,8:29 PM,13-Dec-17,20
6958,new to medication,7:02 PM,13-Dec-17,19
6959,fcked up life,6:14 PM,13-Dec-17,18
6960,my life so far,5:22 PM,13-Dec-17,17
6961,f depression sux,1:47 PM,13-Dec-17,13
6962,my girlfriend is suffering from depression and its affecting our time together i think,5:54 AM,13-Dec-17,5
6963,help i no longer reconise my wife after our miscarridge,10:08 PM,12-Dec-17,22
6964,what to say to gp,5:47 PM,12-Dec-17,17
6965,is it depression anxiety or just me,8:35 AM,12-Dec-17,8
6966,my story,3:22 AM,12-Dec-17,3
6967,please help %F0%9F%98%AB,2:23 AM,12-Dec-17,2
6968,new here getting things off my chest,7:38 PM,11-Dec-17,19
6969,new member,1:07 PM,11-Dec-17,13
6970,the most wonderful time of the year,12:45 AM,11-Dec-17,0
6971,want to die but dont want to kill myself feel very alone,12:32 AM,11-Dec-17,0
6972,should i drop out of university because of depression,11:39 PM,10-Dec-17,23
6973,got new cpn proper pshycriatric department help i dont know what to say,10:16 PM,10-Dec-17,22
6974,surgical masks really help,5:43 PM,10-Dec-17,17
6975,life seems pointless,2:23 PM,10-Dec-17,14
6976,bf broke up with me because of mental illness,8:11 AM,10-Dec-17,8
6977,my last straw,11:58 PM,9-Dec-17,23
6978,after a suicide attempt,7:21 PM,9-Dec-17,19
6979,ive lost 114 lbs and i feel miserable,4:51 PM,8-Dec-17,16
6980,need help,4:43 PM,8-Dec-17,16
6981,i just want someone to notice i need help,4:08 PM,8-Dec-17,16
6982,why should i try,3:58 PM,8-Dec-17,15
6983,diet and depression can we eat our way out of clinical depression the %E2%80%98smiles%E2%80%99 trial,3:15 PM,8-Dec-17,15
6984,do your baby pictures make you sad,2:58 PM,8-Dec-17,14
6985,its always difficult,2:31 AM,8-Dec-17,2
6986,fianc%C3%A9 isnt supportive,4:18 PM,7-Dec-17,16
6987,depression delutions any one help,3:56 AM,7-Dec-17,3
6988,is it stress depression or burn out,6:36 PM,6-Dec-17,18
6989,cant seem to get out of the bubble,5:58 PM,6-Dec-17,17
6990,my life has been a roller coaster the past half year,9:38 PM,5-Dec-17,21
6991,depression and ed for 40yrs losing hope,6:15 PM,5-Dec-17,18
6992,losing hop,9:05 AM,5-Dec-17,9
6993,feeling lonely and lost,3:06 AM,5-Dec-17,3
6994,depressed for a while i have never reached out for help,9:31 PM,4-Dec-17,21
6995,bbc radio 1 my mind and me,8:16 PM,4-Dec-17,20
6996,i am happy with my life except one thing,6:47 PM,4-Dec-17,18
6997,depressed since moving to uni want to be happy again,2:18 AM,4-Dec-17,2
6998,last resort before suicide,1:09 AM,4-Dec-17,1
6999,no motivation other than the drive i feel to commit scuicide,12:58 AM,4-Dec-17,0
